Season,Round,Result,Team A ID,Team A,Team B ID,Team B,Past Year Tournament Result,Past 4 Years Tournament Results,WIN%,ADJOE,ADJDE,ADJEM,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,FTR,FTRD,ADJ T.,WAB,Past Year BARTHAG,Past 4 Years BARTHAG,Rating,Efficiency Margin,Adjusted Offense,Adjusted Defense,Adjusted Tempo,Starters,Team A ADJOE Team B ADJDE,Team B ADJOE Team A ADJDE,Team A Offense Team B Defense,Team B Offense Team A Defense,Team A BARTHAG,Team B BARTHAG
2012,1,1,1124,Baylor,1355,S Dakota St,0.0,1.25,0.0066287878787878,2.700000000000003,-7.1000000000000085,9.800000000000011,0.142,-1.1999999999999955,-2.699999999999996,5.000000000000002,2.1000000000000014,7.100000000000001,-3.3999999999999986,2.1999999999999997,0.4000000000000057,7.4,0.0703,0.42965,1.1605550137376015,0.0677252795754863,0.0029411900351579,-0.0647840895403284,0.5834270458928188,0.1111281637074373,215.1,205.3,2.102833829982597,2.0351085504071107,0.909,0.767
2012,1,1,1160,Colorado,1424,UNLV,-1.0,-1.0,-0.09375,-5.099999999999994,1.9000000000000057,-7.0,-0.1138,-3.9000000000000057,0.8999999999999986,-0.3000000000000007,-2.3000000000000007,-3.3000000000000007,7.200000000000003,-0.8999999999999986,-4.0,-3.1,-0.0847999999999999,-0.1678999999999999,-1.103463512330954,-0.0867679702539337,-0.0614870079461344,0.0252809623077991,-3.752108321024693,-0.2194840243964833,196.5,203.5,1.942388873997968,2.0291568442519017,0.7615,0.8753
2012,1,1,1211,Gonzaga,1452,West Virginia,0.0,-0.75,0.2127016129032257,-0.3000000000000113,-1.2000000000000028,0.8999999999999915,0.0131999999999999,4.699999999999996,-2.799999999999997,0.5999999999999979,-0.6999999999999993,-6.400000000000006,8.899999999999999,-4.699999999999999,0.7000000000000028,2.3000000000000003,-0.0285999999999999,-0.0269249999999999,0.6909811691055883,0.0296712922897557,0.0048669231914308,-0.0248043690983249,0.6707499272720696,0.1597728057767247,206.1,205.2,2.033801839796167,2.004130547506411,0.8612,0.848
2012,1,1,1231,Indiana,1308,New Mexico St,0.0,0.0,0.0303030303030302,13.0,-0.9000000000000057,13.900000000000006,0.1916999999999999,4.0,-0.0999999999999943,-1.599999999999998,-0.0999999999999978,-5.200000000000003,-6.199999999999996,1.0,-3.299999999999997,7.6,0.1886,0.0087249999999998,1.0159349077456663,0.1045753768338436,0.0973251345699655,-0.0072502422638779,-3.019421510873272,0.1089776877379307,216.5,202.6,2.1168833090761687,2.0123079322423254,0.9184,0.7267
2012,1,1,1235,Iowa St,1163,Connecticut,-7.0,-3.25,0.0814393939393939,0.9000000000000057,1.0,-0.0999999999999943,-0.0023,2.699999999999996,3.899999999999999,-0.8000000000000007,0.7000000000000028,-4.599999999999994,4.300000000000004,0.8000000000000007,3.0,1.4,-0.1929,-0.199375,0.1314796560565594,0.0080003018241436,0.0213944247467168,0.0133941229225732,2.322449437368462,-0.0325847007033346,205.5,205.6,2.038228249958936,2.0302279481347925,0.8553,0.8576
2012,1,1,1243,Kansas St,1379,Southern Miss,2.0,2.0,-0.0645161290322581,-2.299999999999997,-7.200000000000003,4.900000000000006,0.0874,3.0,-4.600000000000001,4.900000000000002,2.5,4.199999999999996,2.699999999999996,2.0,2.799999999999997,0.8,0.1317,0.2272499999999999,0.0486361040601575,0.0615151070746596,-0.0142168423621631,-0.0757319494368229,2.7657779738435124,-0.0104949315918261,206.6,201.7,2.045516541000488,1.984001433925828,0.8695,0.7821
2012,1,1,1246,Kentucky,1443,WKU,5.0,1.25,0.4705882352941176,24.0,-10.5,34.5,0.5661999999999999,9.0,-5.5,-5.199999999999999,-3.1999999999999997,4.0,-0.7000000000000028,-13.1,-2.700000000000003,21.5,0.562,0.2482749999999999,3.66294751583128,0.3355808252648458,0.2189229640039455,-0.1166578612609003,-2.1916865295470984,0.4205824977348348,218.7,184.2,2.152242333036749,1.8166615077719035,0.9702,0.404
2012,1,1,1257,Louisville,1172,Davidson,1.0,1.5,-0.0313364055299538,-7.200000000000003,-13.099999999999994,5.899999999999992,0.1113999999999999,-3.699999999999996,-4.5,4.199999999999999,5.599999999999998,1.1000000000000014,0.2999999999999971,-6.0,-0.9000000000000057,5.8,0.3816,0.2495499999999999,0.9820878560889456,0.0602847110082807,-0.0602579622026036,-0.1205426732108843,-1.214195113130799,0.1774682804958829,202.7,196.8,2.0038199682592914,1.9435352572510105,0.8975,0.7861
2012,1,1,1266,Marquette,1140,BYU,0.0,0.25,0.03125,6.0,-0.2999999999999971,6.299999999999995,0.0807999999999999,-1.5,-1.7000000000000028,0.8000000000000007,2.1000000000000014,4.099999999999998,4.899999999999999,-3.0,-1.8000000000000114,5.699999999999999,-0.0479999999999999,-0.0015749999999999,0.6336560421236637,0.047263650966879,0.0508944954584535,0.0036308444915746,-2.2017811455781957,0.0946743171336683,203.1,196.8,2.0079165086447994,1.9606528576779203,0.8963,0.8155
2012,1,1,1293,Murray St,1161,Colorado St,0.0,0.5,0.3191244239631338,-3.700000000000003,-8.0,4.299999999999995,0.0938999999999999,1.2000000000000028,-4.399999999999999,1.7999999999999972,5.5,6.300000000000004,3.3999999999999986,-4.100000000000001,1.3999999999999917,4.8,-0.1556999999999999,0.07275,1.5175400864459274,0.0569087211113765,-0.0305528599483841,-0.0874615810597607,1.5000989408986245,0.2671131568360289,210.9,206.6,2.0954411126745893,2.038532391563213,0.8184,0.7245
