Season,Result,Team A ID,Team A,Team B ID,Team B,Round,Seed,Head to Head,Common Opps,Past Year Tournament Result,Past 4 Years Tournament Results,Rating,Efficiency Margin,Adjusted Offense,Adjusted Defense,Adjusted Tempo,Past Year Rating,Past 4 Years Ratings,Starters,Team Win%,Team EFG%,Opponent EFG%,Team TOR,Team ORBR,Team FTR,Opponent FTR,0.5 Win,0.75 Win,0.9 Win,1.0 Win,0.0 Loss,0.1 Loss,0.25 Loss,0.5 Loss,Team A Offense Team B Defense,Team B Offense Team A Defense,Team A Rating,Team B Rating
2012,1,3116,Arkansas,3173,Dayton,1,-5,,0.0,-1.0,-0.75,-0.0895075494333985,0.0267566263639066,0.0011892222660931,-0.0255674040978135,-8.387437753758249,-0.5510023405998601,-0.6630675863503634,-0.1475481248613919,-0.0511679644048943,-0.0137685867849209,-0.0052227783385254,-0.2554417117135479,2.440872003015766,-1.4475174948348517,-2.7173373241455323,0.0491033451668602,0.0579330704438632,0.080154332890149,0.1863656314659322,-0.0987680482732,-0.0042118531841407,0.0686721169202982,0.031636609813736,1.7302520378246673,1.7034954114607606,2.321899163956928,2.4114067133903268
2012,1,3163,Connecticut,3341,Prairie View,1,-15,,0.6666666666666666,4.0,2.75,5.420883265979061,0.6885622440378607,0.3398593076789824,-0.3487029363588783,0.8545018371980717,4.666966714077536,5.64692893472866,0.9456333091105557,0.3626588465298143,0.1148235280962892,-0.1030508448980305,-2.10840333723727,2.702770075086118,-0.9943982233527392,-5.86720328171748,0.3258510988282935,0.3772047133028552,0.371813437000893,0.5516225698677767,0.4479862612433345,0.516448984727078,0.6098481707129317,0.5682919890653774,2.0922370271588773,1.4036747831210166,4.755494894308327,-0.6653883716707346
2012,1,3177,DePaul,3140,BYU,1,-3,,-0.1538461538461538,3.0,1.0,0.2638774264202257,0.0236835514237863,0.0687149589805631,0.0450314075567767,2.795567233476447,1.3272173353436232,1.2789521094283791,0.0019811638489292,-0.1189516129032257,0.0025047762525969,0.0591208224835396,0.3488614572410284,-1.196064454243043,-2.6372753032071152,-1.1037717688504998,0.0657010996549925,0.0454880386568753,0.0885427347808024,0.0673621158031037,0.1580028839792344,0.1595864302070794,0.1525903288426744,0.1114891298325412,1.8300267735820608,1.806343222158274,2.604954543074252,2.3410771166540263
2012,1,3211,Gonzaga,3353,Rutgers,1,5,,,2.0,1.0,-0.2179674478180002,-0.0475879165039901,0.0525717723563032,0.1001596888602934,5.078021004320718,0.7419748766870682,-0.3517740396692357,-0.057039125370971,0.1290322580645161,0.046225847288863,0.0508774097993817,-3.790769273909536,1.929340944826752,-0.7568226627766386,-4.345190770115938,-0.1217411713529646,-0.1211168345391366,-0.0684394468611242,-0.0194174670665534,-0.1725130184811328,-0.1307442308438159,-0.0669818245876538,-0.1294481138104077,1.7404601320552446,1.788048048559235,2.460831689703057,2.6787991375210574
2012,1,3243,Kansas St,3343,Princeton,1,-1,,-0.3076923076923077,0.0,-0.25,-0.4522994223324117,-0.0610934585019711,-0.0486312702007256,0.0124621883012454,-7.006088026491668,-0.1863433079424779,1.5657988453249188,-0.1173818189622606,-0.2633928571428571,-0.042403175756891,0.0274936881813006,-1.713528818400249,-5.754640276193809,-4.428172980776047,2.9204383629496107,0.2493876043791631,0.1952203037313568,0.1057943649946261,0.1429984459205792,0.0910034404483925,0.0245506305863239,0.0457744315401961,-0.0250100324972868,1.6661900460026535,1.7272835045046246,2.0814152071463927,2.5337146294788044
2012,1,3246,Kentucky,3270,McNeese St,1,-13,,0.0,1.0,1.25,1.8401063116912024,0.1908345278024952,0.0593240215462147,-0.1315105062562808,11.161405263683108,1.6801877381796335,2.8621635694981293,0.1972707127099132,0.0258064516129032,0.0200204371521923,0.0290876650991738,2.6434815912562897,-1.850555590456832,-0.6161883455423123,2.643455174750443,0.210702686762769,0.3320179019418553,0.2969300814045148,0.3358166311131513,0.0581602783292719,0.0679732050515358,0.1192307269948713,0.0792544282077434,1.8552385507019555,1.66440402289946,2.921464947252172,1.0813586355609697
2012,1,3257,Louisville,3277,Michigan St,1,-3,,0.8888888888888888,1.0,-0.25,0.8548744713431724,0.0485791468194658,0.016261309662108,-0.032317837157358,2.393578048490994,-0.6589481872631762,0.4066302321380646,0.0554274990157304,0.0645161290322581,-0.0025076865945624,-0.0088096061483485,2.3882851495081887,1.0330031671619435,4.167204056214178,-5.171298133825605,0.0451189898402843,-0.0268773578808048,-0.0440525515033339,-0.0378870008030332,0.2700369238252706,0.1615877118817962,0.0933682358927546,0.091889490749609,1.8056909840114288,1.7571118371919632,2.495068684279218,1.6401942129360456
2012,1,3268,Maryland,3298,Navy,1,-13,,0.7058823529411765,1.0,0.25,3.661312659887439,0.3903426651857399,0.2742774267622392,-0.1160652384235008,8.436329064645989,2.6633155001727045,3.930926383771817,0.683995659320692,0.2943548387096774,0.0423644971627758,-0.0101617743218224,0.4070556344952436,5.6514463255228975,11.636785164782308,5.433031538313736,0.3049524893322313,0.2806017433904563,0.2960119075653502,0.1251764950744143,0.1072656244305488,0.1625786679452273,0.2909026828057753,0.3731689229891909,2.0221594740322866,1.6318168088465468,3.6390383882208392,-0.0222742716665998
2012,1,3274,Miami FL,3226,Idaho St,1,-11,,0.0,2.0,0.5,2.32156696367602,0.3195721241858902,0.1887578977778727,-0.1308142264080176,6.846867295297173,3.273277204760856,1.5239638880552897,0.2951409174508123,0.062807881773399,0.0438029268833007,-0.0071112119078544,-2.1069403853526687,4.114078475352949,-5.044536766057068,-2.6166674235469287,0.1795410472093161,0.1781911118768145,0.2382881952009719,0.1943253710738411,0.312148206947022,0.2917514141263297,0.2172766013345954,0.2061080118818037,1.8667318416072944,1.547159717421404,3.12069825870702,0.799131295031
2012,1,3345,Purdue,3355,S Dakota St,1,-9,,0.2857142857142857,1.0,0.0,1.0036025343003956,0.0998985633316232,-0.0100524884514313,-0.1099510517830547,1.3271366679254584,1.4213940883938505,0.4624560022928314,0.194096820120309,0.0080645161290322,-0.0429780016131017,-0.0277947488425005,0.4456601861934288,1.7584745961595658,-5.263733572429857,-2.9599352706608397,0.1547378027433865,0.1670231629147036,0.1822090064245426,0.196963922363638,0.0080451628504035,0.1013746621064085,0.112198929321992,0.1218765168917798,1.7793882429255068,1.6794896795938834,2.2571276272291354,1.2535250929287398
